logged_at,run_date,model,market,direction,kalshi_cents,model_pct,edge_cents,gdpnow,trade_entered,notes,market_type,inefficiency_type,market_ticker,price_24h_later,actual_outcome,brier_score,log_loss,p_yes_model
2026-05-13 21:00:03 CT,2026-05-13,GDP,GDP > 1.0%,YES,87.0,98.9,11.9,3.7469,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.0,87.0,,,,
2026-05-13 21:00:03 CT,2026-05-13,GDP,GDP > 2.5%,YES,40.0,85.1,45.1,3.7469,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.5,40.0,,,,
2026-05-13 21:00:03 CT,2026-05-13,GDP,GDP > 2.0%,YES,60.0,92.7,32.7,3.7469,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.0,60.0,,,,
2026-05-13 21:00:03 CT,2026-05-13,GDP,GDP > 1.5%,YES,73.0,96.9,23.9,3.7469,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.5,73.0,,,,
2026-05-13 21:00:03 CT,2026-05-13,BTC,BTC<$60k Dec31,NO,49.0,63.7,14.7,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,BTC,BTC>$100k Dec31,NO,57.0,76.3,19.3,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,BTC,BTC<$50k Dec31,NO,63.0,76.8,13.8,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,BTC,BTC>$110k Dec31,NO,69.0,82.0,13.0,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,BTC,BTC<$55k Dec31,NO,53.0,70.3,17.3,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,FED,Fed cuts 2x 2026,YES,7.1,16.0,8.9,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,FED,Fed cuts 1x 2026,YES,17.4,48.0,30.6,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,MLB_CHAMP,LAD Win WS,NO,72.4,95.8,23.4,,FALSE,,MLB_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NBA,Pistons wins 4-3 vs Cavaliers,NO,65.0,77.1,12.1,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NBA,Cavaliers wins 4-3 vs Pistons,NO,75.0,85.5,10.5,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NBA,Cavaliers wins 4-2 vs Pistons,YES,10.0,23.8,13.8,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NBA,Spurs wins 4-2 vs Timberwolves,NO,35.0,54.3,19.3,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL,Canadiens wins 4-3 vs Sabres [VERIFY GOALIE],NO,73.0,81.3,8.3,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL,Sabres wins 4-2 vs Canadiens [VERIFY GOALIE],NO,75.0,85.5,10.5,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL,Golden Knights wins 4-3 vs Ducks [VERIFY GOALIE],NO,67.0,77.6,10.6,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL,Golden Knights wins 4-2 vs Ducks [VERIFY GOALIE],NO,47.0,79.6,32.6,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL,Wild wins 4-3 vs Avalanche [VERIFY GOALIE],NO,81.0,94.3,13.3,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL,Avalanche wins 4-3 vs Wild [VERIFY GOALIE],NO,80.0,90.9,10.9,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL,Avalanche wins 4-2 vs Wild [VERIFY GOALIE],NO,54.0,76.3,22.3,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL,Avalanche wins 4-1 vs Wild [VERIFY GOALIE],YES,12.0,61.5,49.5,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL_CHAMP,Avalanche Win SC,NO,63.0,92.0,29.0,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-13 21:00:03 CT,2026-05-13,NHL_CHAMP,Hurricanes Win SC,NO,64.0,92.6,28.6,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,GDP,GDP > 1.0%,YES,87.0,98.9,11.9,3.7469,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.0,87.0,,,,
2026-05-14 07:00:03 CT,2026-05-14,GDP,GDP > 2.5%,YES,40.0,85.1,45.1,3.7469,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.5,41.0,,,,
2026-05-14 07:00:03 CT,2026-05-14,GDP,GDP > 2.0%,YES,60.0,92.7,32.7,3.7469,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.0,60.0,,,,
2026-05-14 07:00:03 CT,2026-05-14,GDP,GDP > 1.5%,YES,73.0,96.9,23.9,3.7469,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.5,73.0,,,,
2026-05-14 07:00:03 CT,2026-05-14,BTC,BTC<$60k Dec31,NO,49.0,63.5,14.5,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,BTC,BTC>$100k Dec31,NO,57.0,76.6,19.6,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,BTC,BTC<$50k Dec31,NO,66.0,76.6,10.6,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,BTC,BTC>$110k Dec31,NO,69.0,82.3,13.3,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,BTC,BTC>$120k Dec31,NO,78.0,86.6,8.6,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,BTC,BTC<$55k Dec31,NO,56.0,70.1,14.1,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,FED,Fed cuts 2x 2026,YES,7.1,16.0,8.9,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,FED,Fed cuts 1x 2026,YES,17.1,48.0,30.9,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,MLB_CHAMP,LAD Win WS,NO,72.9,95.6,22.7,,FALSE,,MLB_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,MLB_CHAMP,NYY Win WS,NO,85.0,95.1,10.1,,FALSE,,MLB_CHAMPIONSHIP,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,NBA,Cavaliers wins 4-2 vs Pistons,NO,40.0,76.2,36.2,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,NBA,Spurs wins 4-2 vs Timberwolves,NO,34.0,54.3,20.3,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,NHL,Sabres wins 4-2 vs Canadiens [VERIFY GOALIE],NO,75.0,85.5,10.5,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,NHL,Golden Knights wins 4-2 vs Ducks [VERIFY GOALIE],NO,48.0,79.6,31.6,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,NHL_CHAMP,Avalanche Win SC,NO,61.0,92.0,31.0,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-14 07:00:03 CT,2026-05-14,NHL_CHAMP,Hurricanes Win SC,NO,64.0,92.6,28.6,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,GDP,GDP > 1.0%,YES,87.0,99.4,12.4,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.0,87.0,,,,
2026-05-14 21:00:04 CT,2026-05-14,GDP,GDP > 2.5%,YES,41.0,89.3,48.3,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.5,41.0,,,,
2026-05-14 21:00:04 CT,2026-05-14,GDP,GDP > 2.0%,YES,60.0,95.1,35.1,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.0,60.0,,,,
2026-05-14 21:00:04 CT,2026-05-14,GDP,GDP > 1.5%,YES,73.0,98.1,25.1,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.5,73.0,,,,
2026-05-14 21:00:04 CT,2026-05-14,BTC,BTC<$60k Dec31,NO,49.0,65.3,16.3,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,BTC,BTC>$100k Dec31,NO,54.0,75.1,21.1,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,BTC,BTC<$50k Dec31,NO,66.0,78.1,12.1,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,BTC,BTC>$110k Dec31,NO,69.0,81.0,12.0,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,BTC,BTC>$120k Dec31,NO,77.0,85.5,8.5,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,BTC,BTC<$40k Dec31,NO,81.0,89.3,8.3,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,BTC,BTC<$55k Dec31,NO,55.0,71.8,16.8,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,BTC,BTC<$45k Dec31,NO,75.0,84.0,9.0,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,FED,Fed cuts 2x 2026,YES,7.1,16.0,8.9,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,FED,Fed cuts 1x 2026,YES,17.0,48.0,31.0,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,MLB_CHAMP,LAD Win WS,NO,73.8,95.6,21.8,,FALSE,,MLB_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NBA,Cavaliers wins 4-2 vs Pistons,NO,38.0,76.2,38.2,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NBA,Spurs wins 4-2 vs Timberwolves,NO,34.0,54.3,20.3,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NHL,Canadiens wins 4-3 vs Sabres [VERIFY GOALIE],NO,71.0,81.3,10.3,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NHL,Canadiens wins 4-2 vs Sabres [VERIFY GOALIE],NO,36.0,76.3,40.3,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NHL,Golden Knights wins 4-3 vs Ducks [VERIFY GOALIE],NO,68.0,77.6,9.6,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NHL,Golden Knights wins 4-2 vs Ducks [VERIFY GOALIE],NO,23.0,79.6,56.6,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NHL,Ducks wins 4-3 vs Golden Knights [VERIFY GOALIE],YES,15.0,27.2,12.2,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NHL_CHAMP,Avalanche Win SC,NO,60.0,92.0,32.0,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-14 21:00:04 CT,2026-05-14,NHL_CHAMP,Hurricanes Win SC,NO,63.0,92.6,29.6,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,GDP,GDP > 1.0%,YES,87.0,99.4,12.4,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.0,87.5,,,,
2026-05-15 07:00:03 CT,2026-05-15,GDP,GDP > 2.5%,YES,41.0,89.3,48.3,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.5,43.5,,,,
2026-05-15 07:00:03 CT,2026-05-15,GDP,GDP > 2.0%,YES,60.0,95.1,35.1,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.0,64.0,,,,
2026-05-15 07:00:03 CT,2026-05-15,GDP,GDP > 1.5%,YES,73.0,98.1,25.1,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.5,76.5,,,,
2026-05-15 07:00:03 CT,2026-05-15,GDP,GDP > 3.5%,YES,13.0,65.9,52.9,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T3.5,15.5,,,,
2026-05-15 07:00:03 CT,2026-05-15,BTC,BTC<$60k Dec31,NO,48.0,64.9,16.9,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,BTC,BTC>$100k Dec31,NO,55.0,75.5,20.5,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,BTC,BTC<$50k Dec31,NO,66.0,77.8,11.8,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,BTC,BTC>$110k Dec31,NO,69.0,81.3,12.3,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,BTC,BTC>$120k Dec31,NO,77.0,85.8,8.8,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,BTC,BTC<$55k Dec31,NO,56.0,71.4,15.4,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,FED,Fed cuts 2x 2026,YES,7.2,16.0,8.8,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,FED,Fed cuts 1x 2026,YES,16.1,48.0,31.9,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,MLB_CHAMP,LAD Win WS,NO,73.5,95.5,22.0,,FALSE,,MLB_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,MLB_CHAMP,NYY Win WS,NO,84.4,95.1,10.7,,FALSE,,MLB_CHAMPIONSHIP,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,NBA,Pistons wins 4-3 vs Cavaliers,NO,69.0,77.1,8.1,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,NBA,Cavaliers wins 4-2 vs Pistons,NO,38.0,76.2,38.2,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,NBA,Spurs wins 4-2 vs Timberwolves,NO,34.0,54.3,20.3,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,NHL,Canadiens wins 4-2 vs Sabres [VERIFY GOALIE],NO,36.0,76.3,40.3,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,NHL_CHAMP,Avalanche Win SC,NO,62.0,92.0,30.0,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-15 07:00:03 CT,2026-05-15,NHL_CHAMP,Hurricanes Win SC,NO,63.0,92.6,29.6,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,GDP,GDP > 2.5%,YES,43.5,89.3,45.8,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.5,43.5,,,,
2026-05-15 21:00:02 CT,2026-05-15,GDP,GDP > 1.0%,YES,86.5,99.4,12.9,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.0,87.5,,,,
2026-05-15 21:00:02 CT,2026-05-15,GDP,GDP > 2.0%,YES,63.0,95.1,32.1,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.0,64.0,,,,
2026-05-15 21:00:02 CT,2026-05-15,GDP,GDP > 1.5%,YES,76.5,98.1,21.6,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.5,76.5,,,,
2026-05-15 21:00:02 CT,2026-05-15,GDP,GDP > 3.5%,YES,13.5,65.9,52.4,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T3.5,15.5,,,,
2026-05-15 21:00:02 CT,2026-05-15,GDP,GDP > 3.0%,YES,25.5,79.6,54.1,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,BTC,BTC<$60k Dec31,NO,45.5,63.4,17.9,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,BTC,BTC>$100k Dec31,NO,56.5,76.7,20.2,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,BTC,BTC<$50k Dec31,NO,63.0,76.6,13.6,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,BTC,BTC>$110k Dec31,NO,68.5,82.4,13.9,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,BTC,BTC>$120k Dec31,NO,78.5,86.7,8.2,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,BTC,BTC<$55k Dec31,NO,54.5,70.0,15.5,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,BTC,BTC<$45k Dec31,NO,74.5,82.8,8.3,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,FED,Fed cuts 2x 2026,YES,7.5,16.0,8.5,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,FED,Fed cuts 1x 2026,YES,17.6,48.0,30.3,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,MLB_CHAMP,LAD Win WS,NO,71.4,95.5,24.1,,FALSE,,MLB_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,MLB_CHAMP,NYY Win WS,NO,84.4,95.1,10.7,,FALSE,,MLB_CHAMPIONSHIP,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,NBA,Pistons wins 4-3 vs Cavaliers,NO,37.0,77.1,40.1,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,NBA,Cavaliers wins 4-3 vs Pistons,NO,63.0,85.5,22.5,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,NBA,Spurs wins 4-3 vs Timberwolves,YES,17.0,29.6,12.6,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,NBA,Spurs wins 4-2 vs Timberwolves,NO,22.5,54.3,31.8,,FALSE,,NBA_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,NHL,Canadiens wins 4-2 vs Sabres [VERIFY GOALIE],NO,48.0,76.3,28.3,,FALSE,,NHL_SERIES_EXACT,OVERPRICED_SPECIFIC_OUTCOME,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,NHL_CHAMP,Avalanche Win SC,NO,60.5,92.0,31.5,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,NHL_CHAMP,Hurricanes Win SC,NO,63.5,92.6,29.1,,FALSE,,NHL_CHAMPIONSHIP,UNDERPRICED_TAIL,,no_ticker,,,,
2026-05-15 21:00:02 CT,2026-05-15,NHL_CHAMP,Golden Knights Win SC,NO,87.5,96.0,8.5,,FALSE,,NHL_CHAMPIONSHIP,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,GDP,GDP > 2.5%,YES,43.5,89.3,45.8,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.5,44.5,,,,
2026-05-16 07:00:04 CT,2026-05-16,GDP,GDP > 1.0%,YES,87.5,99.4,11.9,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.0,87.5,,,,
2026-05-16 07:00:04 CT,2026-05-16,GDP,GDP > 2.0%,YES,64.0,95.1,31.1,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T2.0,65.5,,,,
2026-05-16 07:00:04 CT,2026-05-16,GDP,GDP > 1.5%,YES,76.5,98.1,21.6,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T1.5,78.0,,,,
2026-05-16 07:00:04 CT,2026-05-16,GDP,GDP > 3.5%,YES,15.5,65.9,50.4,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,KXGDP-26JUL30-T3.5,18.0,,,,
2026-05-16 07:00:04 CT,2026-05-16,GDP,GDP > 3.0%,YES,28.5,79.6,51.1,3.9912,FALSE,,GDP,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,BTC,BTC<$60k Dec31,NO,42.5,62.4,19.9,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,BTC,BTC>$100k Dec31,NO,56.5,77.6,21.1,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,BTC,BTC<$50k Dec31,NO,61.5,75.8,14.3,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,BTC,BTC>$110k Dec31,NO,68.5,83.1,14.6,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,BTC,BTC>$120k Dec31,NO,78.5,87.3,8.8,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,BTC,BTC<$55k Dec31,NO,51.5,69.1,17.6,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,BTC,BTC<$45k Dec31,NO,73.5,82.1,8.6,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,BTC,BTC>$130k Dec31,NO,82.5,90.5,8.0,,FALSE,,CRYPTO_BTC,MODEL_DIVERGENCE,,no_ticker,,,,
2026-05-16 07:00:04 CT,2026-05-16,FED,Fed cuts 2x 2026,YES,7.5,16.0,8.5,,FALSE,,FED_RATE,MODEL_DIVERGENCE,,no_ticker,,,,
